PWN Id,English lemmas,English gloss,English examples,Arabic lemmas or Gap,Arabic gloss,Arabic exampes
416323,"take root, settle, root, steady down, settle down",become settled or established and stable in one's residence or life style,He finally settled down,اِسْتَقَرَّ,يستقر ويثبت في مسكنه أو أسلوب حياته,استقر أخيراً في العمل والسكن
416668,set in,become established,winter has set in,"بَدَأَ, دَخَلَ",يبدأ فعلياً,بدأ الشتاء باكراً هذا العام. دخل وقت العصر
416753,resettle,settle in a new place,The immigrants had to resettle,GAP,يعيد الاستقرار في مكان آخر,اضطر المهاجرون لإعادة توطين أنفسهم مجدداً في منازل غير منازلهم الأصلية
417060,emigrate,leave one's country of residence for a new one,Many people had to emigrate during the Nazi period,هَاجَرَ,يغادر بلد إقامته إلى بلد آخر بشكل دائم,كان على الكثير من الناس أن يهاجروا إلى بلد آخر فترة الحرب
417926,"equate, match, equalize, equalise, equal","make equal, uniform, corresponding, or matching",let's equalize the duties among all employees in this office; The company matched the discount policy of its competitors,سَاوَى,يجعل الناس أو الأشياء متعادلين ومتماثلين في التعامل أو القوانين الخ,يجب أن نساوي بين الأطفال في المعاملة
418521,stiffen,make stiff or stiffer,Stiffen the cream by adding gelatine,"صَلَّبَ, يَبَّسَ",يجعله ثابتاً صلباً صعب الثني,صلّب تمثال الطين في الفرن. يبّسه البرد الشديد
419488,stiffen,become stiff or stiffer,He stiffened when he saw his boss enter the room," تَصَلَّبَ, تَيَبَّسَ",يصبح ثابتاً صلباً صعب الثني,تصلب جسده خوفاً. تيبست أصابعي من البرد
420328,"loosen, loose",make loose or looser,loosen the tension on a rope,رَخَا,يجعله منحلّاً غير محكم أو ثابت,ارتخت البراغي التي تثبّت السرير ويجب شدها
420903,tighten,become tight or tighter,The rope tightened,شُدّ,يصبح محكماً ثابتاً وصعب الحركة,اشتدت قبضته على ذراعها حتى لا تهرب
421085,"tighten, fasten",make tight or tighter,Tighten the wire,"شَدَّ, رَبَطَ",يجعله محكماً ثابتاً وصعب الحركة,شدّ الأربطة جيداً حتى لا تفلت. ربطت الحزام جيداً
422644,"pass off, fleet, evanesce, pass, fade, blow over",disappear gradually,The pain eventually passed off,"اِخْتَفَى, تَلاشَى",يختفي تدريجياً,اختفى الألم أخيراً. تلاشت آثاره نهائياً 
423043,appear,come into sight or view,He suddenly appeared at the wedding; A new star appeared on the horizon,ظَهَرَ,يصبح ضمن مجال الرؤية,ظهرت نجمة جميلة في السماء.
424655,"turn up, come out, surface, show up, come on",appear or become visible; make a showing,She turned up at the funeral; I hope the list key is going to surface again,أَتَى,يصبح مرئياً,لم أتوقع أن يأتي إلى حفلتي فقد كان مسافراً.
424924,emerge,"come out into view, as from concealment","Suddenly, the proprietor emerged from his office","ظَهَرَ, أطَلَّ, بَرَزَ",يظهر للعيان كما لو كان مختبئاً,ظهرت الشمس من وراء الجبل. أطل من مكتبه قادماً إلينا. برز الغواص من عمق الماء
426024,"appear, come along","come into being or existence, or appear on the scene",Then the computer came along and changed our lives; Homo sapiens appeared millions of years ago,ظَهَرَ,يأتي إلى الوجود حيث لم يكن موجوداً من قبل,تظهر الزهور الصغيرة في أوائل الربيع. 
427911,"go away, disappear, vanish","get lost, as without warning or explanation",He disappeared without a trace,اِخْتَفَى,"يتوقف عن كونه حاضراً أو موجوداً، ولا سيما بطريقة مفاجئة وغير متوقعة",اختفى اللص الذي كانت الشرطة تطارده. اختفى دون أن يترك أثراً
428755,"minimize, minimise",make small or insignificant,Let's minimize the risk,قَلَّلَ,"يجعله بأقل مستوى له، أو يجعله يبدو أقل أهمية مما هو عليه في الواقع ",يجب أن نقلل من مخاطر العدوى. حاولنا تقليل النفقات هذا الشهر
430013,"reduce, bring down, cut, trim, cut back, trim back, cut down, trim down",cut down on; make a reduction in,reduce your daily fat intake; The employer wants to cut back health benefits,"خَفَّضَ,  خفّف",يقلل من شيء ما,عليك تخفيض استهلاك الدهون. خفف السرعة رجاء
432779,"go down, decline, wane",grow smaller,Interest in the project waned,"اِنْخَفَضَ, تَنَاقَصَ, تَضَاءَلَ, اِضْمَحَلَّ",يصبح أقل وأصغر تدريجياً,انخفضت المبيعات إلى النصف هذا الشهر. تضاءل الاهتمام بالمشروع. يضمحل مستوى الأخلاق عند البعض
433636,drop,go down in value,Stock prices dropped,"هَبَطَ, اِنْخَفَضَ",يتراجع في القيمة,تهبط قيمة العملة في ظل ضعف الاقتصاد. انخفضت درجات الحرارة إلى ما دون المعدل
433792,"slump, sink, fall off",fall heavily or suddenly; decline markedly,The real estate market fell off,"هَبَطَ, سَقَطَ","يسقط بقوة وبشكل مفاجئ، أو يتراجع بشكل ملحوظ",هبطت مبيعات السيارات بشكل كبير العام الماضي. أغمي عليها وسقطت على الأرض
434185,"wax, climb, rise, mount",go up or advance,Sales were climbing after prices were lowered,"إِزْدَادَ, اِرْتَفَعَ",يرتفع ويتقدم ,ازدادت المبيعات عندما انخفضت الأسعار. ارتفعت كلفة المعيشة. 
435327,"fail, go bad, give way, give out, die, break down, break, conk out, go",stop operating or functioning,The engine finally went; The car died on the road; The bus we travelled in broke down on the way to town; The coffee maker broke; The engine failed on the way to town; her eyesight went after the accident,"تَعَطَّلَ, تَوَقَّفَ",يتوقف عن العمل,تعطلت آلة الغسيل. توقفت السيارة في منتصف الطريق بسبب نفاد الوقود
436247,"blow out, burn out, blow","melt, break, or become otherwise unusable",The lightbulbs blew out; The fuse blew,اِحْتَرَقَ,ينطفئ ويتعطل بشكل نهائي ويصبح غير قابل للاستخدام سواء بالذوبان أو الكسر أو احتراق المحرك  وما شابه,احترق مولّد الكهرباء بسبب الأحمال الزائدة
437357,"diversify, branch out, broaden",vary in order to spread risk or to expand,The company diversified," تَفَرَّعَ, تَوَسَّعَ",يقوم بأعمال ونشاطات مختلفة عما يفعله عادة مما يساعد في توسع العمل وانتشاره,تفرعت/توسعت الشركة في عدة مناطق وبأعمال مختلفة
438402,"narrow, narrow down, specialize, specialise",become more special,We specialize in dried flowers,تَخَصَّصَ,يصبح مختصاً في مجال معين ويكون ماهراً فيه,متخصص في مجال الطب
438687,"specialise, specialize",suit to a special purpose,specialize one's research,تَخَصَّصَ,متناسب مع غرض معين,مطعم متخصص بالمأكولات البحرية
439133,"speed up, speed, accelerate, quicken",move faster,The car accelerated," تَسَارَعَ, أسْرَعَ",يزيد سرعة حركته,تسارعت نبضات القلب. أسرعت السيارة
439450,"decelerate, slow down",reduce the speed of,He slowed down the car,"بَطَّأَ, خَفَّفَ",يقلل سرعة الشيء ويخفف الحركة,بطّأ سرعة المحرك حتى لا يحترق. خفف سرعة سيارته عند المنعطف
440298,"speed, speed up, accelerate",cause to move faster,He accelerated the car,سَرَّعَ,يتسبب في إسراع حركة الشيء,حاول تسريع سير العمل
440913,"slow down, slow up, decelerate, slow, retard",lose velocity; move more slowly,The car decelerated,تَبَاطَأَ,قلل سرعته وخفف حركته وأصبح أبطأ,تباطأت حركة اللعبة بسبب نفاد البطارية. 
442400,"decrease, lessen, minify",make smaller,He decreased his staff," قَلَّلَ, خَفَّضَ",يجعله أصغر حجماً أو عدداً أو مسافة الخ,قلّل ساعات نومه بسبب العمل. خفضت استهلاك النشويات
