Id,English lemmas,English gloss,English examples,Arabic lemmas (by the translator),Arabic gloss,Arabic exampes,Deleted lemmas,New lemmas,Phrase,(Synset after cleaning_cleaned lemmas) or GAP
376536,freeze,cause to freeze,Freeze the leftover food,جَمَّدَ,يبرّد حتى يصبح صلباً,يمكن حفظ اللحم المجمد في الثلاجة حتى ثلاثة أشهر,,,,جَمَّدَ
376777,"melt, thaw, dethaw, unthaw, dissolve, unfreeze",become or cause to become soft or liquid,The sun melted the ice; the ice thawed; the ice cream melted; The heat melted the wax; The giant iceberg dissolved over the years during the global warming phase; dethaw the meat,"[سَيَّلَ], [ذَوَّبَ], أذابَ, [سَالَ]",يتغير أو يغيّر من الحالة الصلبة إلى السائلة بزيادة الحرارة,أذابت الشمس الثلوج على الجبال. ذاب الجليد عن اللحم. أذابت النار الشمعة," سَيَّلَ ,  ذَوَّبَ ,  سَالَ ",,,أذابَ
377673,"burn, combust",undergo combustion,Maple wood burns well,"إحْتَرَق, اِشْتَعَلَ",تأتي عليه النار فيشتعل ويصبح لهباً,يحترق الخشب حتى نتدفأ به. اشتعلت إطارات السيارات في منتصف الشارع,,,,"إحْتَرَق, اِشْتَعَلَ"
378713,"burn, incinerate",cause to undergo combustion,burn garbage; The car burns only Diesel oil,"[حَرَقَ], أحْرَقَ",يسبب الاحتراق ,أحرق المشاغبون جزءاً من الغابة. , حَرَقَ ,,,أحْرَقَ
382272,"transform, metamorphose, transmute",change in outward structure or looks,He transformed into a monster; The salesman metamorphosed into an ugly beetle,"حَوَّلَ, مَسَخَ, [غَيَّرَ]",يغيّر أو يتغير في البنية أو الشكل الخارجي بشكل مختلف تماماً,في أفلام الخيال العلمي يتحول الناس إلى حشرات عملاقة. اعتقد البعض قديماً أن الإنسان مُسِخ إلى قرد,  غَيَّرَ ,,,"حَوَّلَ, مَسَخَ"
383306,"transform, transmute, transubstantiate","change or alter in form, appearance, or nature",This experience transformed her completely; She transformed the clay into a beautiful sculpture; transubstantiate one element into another,"[بَدَّلَ], غَيَّرَ,[ قَلَبَ], أحَالَ, حَوَّلَ",يغير في شكل الشيء أو طبيعته,التجارب التي مرت بها غيرتها تماماً. الأمطار الحمضية أحالت بنية الصخر الكلسية إلى مواد منحلة في الماء. بمرور الوقت تحولت المخيمات إلى بلدات إسرائيلية," بَدَّلَ ,   قَلَبَ ",,,"غَيَّرَ,  أحَالَ, حَوَّلَ"
384213,"transform, translate",change from one form or medium into another,Braque translated collage into oil,"حَوَّلَ, [نَقَل], [تَرْجَمَ]",التغيير من شكل أو وسيط إلى آخر,حوّل منطقة النهر إلى مجمع تسوق ورياضة," نَقَل ,  تَرْجَمَ ",,,حَوَّلَ
387981,"regress, revert, retrovert, turn back, return",go back to a previous state,We reverted to the old rules,"رَجَعَ, عَادَ,[ آبَ], إِرْتَدَّ, عَاوَدَ",يعود إلى الحالة السابقة التي كان عليها من عادات وممارسات ومعتقدات وما شابه,رجعوا إلى طريق آبائهم. عادت إلى عاداتها السيئة. ارتد عن الطريق الصحيح. عاود نشاطه الذي توقف فترة,  آبَ ,,,"رَجَعَ, عَادَ, إِرْتَدَّ, عَاوَدَ"
389306,"desolate, devastate, ravage, lay waste to, waste, scourge",devastate or ravage,The enemy lay waste to the countryside after the invasion,"[أَتْلَفَ], دَمَّرَ, خَرَّبَ",يتسبب بضرر كبير لشيء أو شخص وبشكل عنيف,دمر الزلزال المكان كله. خرّب الإعصار المنازل, أَتْلَفَ ,,," دَمَّرَ, خَرَّبَ"
390309,"drain, debilitate, enfeeble",make weak,Life in the camp drained him,"أوْهَنَ, أضْعَفَ, اِسْتَنْزَفَ",يجعل شيئاً أو شخصاً ما ضعيفاً,أوهنه المرض. أضعفه الجوع. استنزف التفكير السلبي طاقته,,,,"أوْهَنَ, أضْعَفَ, اِسْتَنْزَفَ"
394236,"drop, flatten",lower the pitch of (musical notes),,"[نَزَّلَ], خَفَّضَ",يخفض الطبقة الموسيقية بنصف نغمة واحدة,, نَزَّلَ ,,,خَفَّضَ
395719,"combine, coalesce, meld, conflate, immix, commingle, fuse, blend, merge, flux, mix",mix together different elements,The colors blend well,"خَلَطَ, دَمَجَ, مَزَجَ",يجعل الأشياء كتلة واحدة بوضعها سوياً,خلط الحليب بالعسل. دمجت ألوان الظل . مزج المكونات جيداً,,,,"خَلَطَ, دَمَجَ, مَزَجَ"
398311,"crumble, fall apart",break or fall apart into fragments,The cookies crumbled; The Sphinx is crumbling,"تَفَتَّتَ, تَكَسَّرَ",يتكسر إلى قطع صغيرة,تفتت الكعك في يد الصغير. تكسر الجدار المتداعي,,,,"تَفَتَّتَ, تَكَسَّرَ"
398482,disintegrate,break into parts or components or lose cohesion or unity,The material disintegrated; the group disintegrated after the leader died,"[حَلَّ], [تَفَتَّتَ],[ اِنْحَلَّ],[ تَحَلَّلَ]، (تفكك)",يصبح أضعف ويفقد تماسكه أو يتدمر بالانقسام إلى قطع صغيرة ( أو يجعله كذلك ),تفككت الإمبراطورية إلى ولايات صغيرة. ," حَلَّ ,  تَفَتَّتَ ,  اِنْحَلَّ ,  تَحَلَّلَ ", تفكك ,,تفكك
401007,"demagnetise, demagnetize, degauss",make nonmagnetic; take away the magnetic properties (of),demagnetize the iron shavings; they degaussed the ship,Gap,إزالة الخصائص المغناطيسية من المادة,من طرق إزالة المغناطيسية التسخين,,,أَزَالَ المَغْنَاطِيْسِيَّة,GAP
405549,"organize, coordinate, organise",bring order and organization to,Can you help me organize my files?,نَظَّمَ,يرتب الأشياء في مكانها المناسب,سأرتب ملفاتي على سطح المكتب,,,,نَظَّمَ
407168,"set, prepare, set up, gear up, fix, ready","make ready or suitable or equip in advance for a particular purpose or for some use, event, etc",Get the children ready for school!; prepare for war; I was fixing to leave town after I paid the hotel bill,"أَعَدَّ, جَهَّزَ",يحضّر الأمور مسبقاً لغرض أو حدث معين,سأعد الغداء. جهز نفسك لاستقبال الضيوف,,,,"أَعَدَّ, جَهَّزَ"
408071,cram,prepare (students) hastily for an impending exam,,اِنْكَبَّ,إعداد ( الطلاب ) بتدريسهم بشكل مكثف  على عجل لامتحان وشيك,"لم يتبق غير يومين، يجب أن أنكبّ على تحضير ابني جيداً للامتحان",,,,اِنْكَبَّ
413217,"naturalise, naturalize",make into a citizen,The French family was naturalized last year,"جَنَّسَ, تَجَنَّسَ",يجعله مواطناً شرعياً في البلد التي لم يولد فيها,ليس كل المقيمين الدائمين مؤهلين للتجنس,,,,"جَنَّسَ, تَجَنَّسَ"
414357,immigrate,come into a new country and change residency,Many people immigrated at the beginning of the 20th century,"هَاجَرَ, [نَزَحَ], اِغْتَرَبَ",يأتي للعيش بشكل دائم في بلد ليست بلده,كثير من الناس هاجروا بلادهم عندما اندلعت الحرب. لم يكن لديه خيار سوى أن يغترب ليحسّن دخله, نَزَحَ ,,,"هَاجَرَ, اِغْتَرَبَ"
414801,"settle, locate",take up residence and become established,The immigrants settled in the Midwest,"أَقَامَ, اِسْتَقَرَّ",يتخذ مكاناً للعيش ويبقى فيه بشكل دائم,"بعد زواجهما، أقاما في فيرجينيا. استقر المهاجرون في تلك الجزيرة منذ مئتي عام",,,,"أَقَامَ, اِسْتَقَرَّ"
415099,"colonize, colonise",settle as colonists or establish a colony (in),The British colonized the East Coast,اِسْتَعْمَرَ,يسيطر ( على شعب أو منطقة ) تصبح مستعمرة له وتكون امتداداً لسلطته,استعمرت أسبانيا الفلبين والمكسيك لمدة 300 عام,,,,اِسْتَعْمَرَ
415969,settle,form a community,The Swedes settled in Minnesota,اِسْتَقَرَّ,يهاجر ويستقر في مكان ما مشكّلاً مستعمرة أو مجتمعاً له,استقر اليهود في فلسطين,,,,اِسْتَقَرَّ
416156,homestead,settle land given by the government and occupy it as a homestead,,سَكَّنَ,يقيم في أرض منحته إياها الحكومة كمنزل بديل وليعمل على زراعتها,سكّنته الحكومة الأمريكية في منزل على أن يزرع الأرض حوله,,,,سَكَّنَ
416323,"take root, settle, root, steady down, settle down",become settled or established and stable in one's residence or life style,He finally settled down,"اِسْتَقَرَّ,[ قَرَّ]",يستقر ويثبت في مسكنه أو أسلوب حياته,استقر أخيراً في العمل والسكن,  قَرَّ ,,,اِسْتَقَرَّ
416668,set in,become established,winter has set in,"بَدَأَ, دَخَلَ",يبدأ فعلياً,بدأ الشتاء باكراً هذا العام. دخل وقت العصر,,,,"بَدَأَ, دَخَلَ"
416753,resettle,settle in a new place,The immigrants had to resettle, [سَكَّن],يعيد الاستقرار في مكان آخر,اضطر المهاجرون لإعادة توطين أنفسهم مجدداً في منازل غير منازلهم الأصلية,",  سَكَّن ",,أعَادَ التَوْطِين,GAP
417060,emigrate,leave one's country of residence for a new one,Many people had to emigrate during the Nazi period,"هَاجَرَ, [نَزَحَ]",يغادر بلد إقامته إلى بلد آخر بشكل دائم,كان على الكثير من الناس أن يهاجروا إلى بلد آخر فترة الحرب,  نَزَحَ ,,,هَاجَرَ
417926,"equate, match, equalize, equalise, equal","make equal, uniform, corresponding, or matching",let's equalize the duties among all employees in this office; The company matched the discount policy of its competitors,"سَاوَى, [سَوَّى]",يجعل الناس أو الأشياء متعادلين ومتماثلين في التعامل أو القوانين الخ,يجب أن نساوي بين الأطفال في المعاملة, سَوَّى ,,,سَاوَى
418521,stiffen,make stiff or stiffer,Stiffen the cream by adding gelatine,"صَلَّبَ, يَبَّسَ",يجعله ثابتاً صلباً صعب الثني,صلّب تمثال الطين في الفرن. يبّسه البرد الشديد,,,,"صَلَّبَ, يَبَّسَ"
419488,stiffen,become stiff or stiffer,He stiffened when he saw his boss enter the room,"[يَبِسَ], تَصَلَّبَ, تَيَبَّسَ",يصبح ثابتاً صلباً صعب الثني,تصلب جسده خوفاً. تيبست أصابعي من البرد, يَبِسَ ,,," تَصَلَّبَ, تَيَبَّسَ"
420328,"loosen, loose",make loose or looser,loosen the tension on a rope,رَخَا,يجعله منحلّاً غير محكم أو ثابت,ارتخت البراغي التي تثبّت السرير ويجب شدها,,,,رَخَا
420903,tighten,become tight or tighter,The rope tightened,"شُدّ, [ضَاقَ]",يصبح محكماً ثابتاً وصعب الحركة,اشتدت قبضته على ذراعها حتى لا تهرب, ضَاقَ ,,,شُدّ
