PWN Synset ID,English lemmas,English Gloss,English Examples,Arabic lemmas or Gap,Arabic gloss,Arabic examples,Phrase
603335,"secretary of the interior, interior secretary",the position of the head of the Department of the Interior,the position of Interior Secretary was created in 1849,سكرتاريا,السكرتاريا : منصب يعمل فيه مجموعة من الأشخاص وظيفتهم تسهيل العمل للرؤساء وتزويدهم بالمعلومات ومساعدتهم في أداء المهام المختلفة,من مهام السكرتاريا تنظيم مواعيد الاجتماعات والزيارات الرسمية,
607485,"trade, craft",the skilled practice of a practical occupation,he learned his trade as an apprentice,وَزِيْر الدَّاخِلِيَّة,رئيس وزارة الداخلية التي تعنى بتحقيق الأمن والاستقرار وتنفيذ سياسة الحكومة في الداخل ,تشغل ديب هالاند حالياً منصب وزيرة الداخلية الأميركية,
609469,"interior decoration, interior design",the trade of planning the layout and furnishings of an architectural interior,,حرفة,مهنة تتطلب مهارة عملية عالية.,تعلّم حرفة النقش على النحاس من والده,
610504,"painting, house painting",the occupation of a house painter,house painting was the only craft he knew,"ديكور دَاخِلي,تَصْميم داخلي",فن التخطيط والتصميم الفني للمساحات الداخلية للأبنية ويرتبط هذا المجال ارتباطاً وثيقاً بهندسة العمارة , اختيار الأثاث فن أساسي في الديكور الداخلي. من أساسيات التصميم الداخلي العناية بالتفاصيل. ,
611221,profession,an occupation requiring special education (especially in the liberal arts or sciences),,طِلاء البُيُوت,المهنة التي يكون فيها الشخص مسؤولاً عن تحضير السطوح والجدران وتطبيق الألوان عليها بعد مزجها,يفضل طلاء البيوت في الصيف كي تجف الجدران بسرعة,
611641,learned profession,one of the three professions traditionally believed to require advanced learning and high principles,,مِهْنَة,العمل الذي يتطلب مستوىً معين من التحصيل العلمي (خاصة الفنون أو العلوم الليبرالية),المحاماة مهنة حرة تساهم في تحقيق العدالة ,
611860,literature,the profession or art of a writer,her place in literature is secure,مهنة مكتسبة بالتعلم,"إحدى المهن الثلاث (الطب ، القانون ، علم اللاهوت) التي تتطلب معرفة كبيرة و مبادئ سامية",يأتي الطب أولى المهن المكتسبة بالتعلم,
612006,architecture,the profession of designing buildings and environments with consideration for their esthetic effect,,أَدَب,مهنة الكاتب التي يعبر فيها عن مجمل عواطف الإنسان وأفكاره بأساليب كتابية متنوعة كالشعر والنثر,يعتبر وليم شكسبير كاتب مسرحي مهم في الأدب الانكليزي,
612720,education,the profession of teaching (especially at a school or college or university),,عِمَارَة,أحد الفنون الهندسية القديمة الذي يهتم بإقامة وتصميم الأبنية وفق شروط الانتفاع والمتانة والجمال والاقتصاد ,العمارة هي المرآة التي تعكس حضارة الأمة,
612961,journalism,the profession of reporting or photographing or editing news stories for one of the media,,تَعْلِيم,نقل العلم والمعرفة للآخرين (خصوصاً في المدرسة والجامعة),تطور التعليم في المدارس,
613259,politics,the profession devoted to governing and to political affairs,,صَحَافَة,"المهنة التي تعتمد على نقل وتحليل الأخبار وتحرير المقالات وتصوير الأحداث الجارية ، ونشرها عبر وسائل الإعلام  ",تعكس الصحافة صورة المجتمع وتجاربه,
615511,"writing, committal to writing",the activity of putting something in written form,she did the thinking while he did the writing,سِيَاسَة,العلاقة بين الحكام والمحكومين وكل ما يتعلق بشؤونها وكذلك تأثير السلطة ونفوذها,تلعب السياسة دوراً كبيراً في مصير الأمم,
615776,"coding, secret writing, steganography, cryptography",act of writing in code or cipher,,كِتَابَة,صياغة فكرة أو كلام منطوق بشكل خطي مكتوب,كتابة الواجبات. كتابة القصص,
616017,handwriting,the activity of writing by hand,handwriting can be slow and painful for one with arthritis, تَشْفِيْر,عملية كتابة النصوص على شكل شفرات ورموز لإخفاء المحتوى وحماية المعلومات ,يضمن التشفير عدم سرقة معلومات الحاسوب أو قراءتها من قبل أي شخص,
617127,"encryption, encoding",the activity of converting from plain text into code,,كِتَابَة يَدَوِيَّة,الكتابة باليد ,قلّ استخدامنا للكتابة اليدوية مع انتشار التكنولوجيا,
618299,"decipherment, decoding, decryption",the activity of making clear or converting from code into plain text,a secret key or password is required for decryption, تَرْمِيز,عملية استبدال نص عادي برموز و دلالات معينة بحيث يقابل كل حرف رمز معين,ترميز المعلومات يحميها من السرقة,
621992,"labor, labour, toil",productive work (especially physical work done for wages),his labor did not require a great deal of skill,فَكّ التَّشْفِيْر, عملية تحويل الشيفرة والرموز إلى نص واضح وهو عكس عملية التشفير ,لا يمكن قراءة البيانات المشفرة أو معالجتها إلا بعد فك تشفيرها,
622867,"elbow grease, exertion, sweat, travail, effort",use of physical or mental energy; hard work,he got an A for effort; they managed only with great exertion, كَدْح,العمل بجهد ومشقة لكسب القوت (العمل الجسدي خصوصاً مقابل أجر),استطاع تأمين منزل أفضل بعد سنوات عديدة من العمل والكدح,
623308,struggle,strenuous effort,the struggle to get through the crowd exhausted her,عمل شاق,عمل مرهق يتطلب جهداً وعناءً جسدياً أو فكرياً,يمكن للعمل الشاق أن يسبب أضراراً صحية كبيرة,
